14, 204,0
19, 204,0
24, 204,39
29, 204,0
34, 204,0
39, 204,0
14, 255,0
19, 255,51
24, 255,0
29, 255,0
34, 255,0
39, 255,0
14, 306,0
19, 306,0
24, 306,255
29, 306,0
34, 306,0
39, 306,0
14, 357,0
19, 357,0
24, 357,174
29, 357,0
34, 357,0
39, 357,0
14, 408,0
19, 408,0
24, 408,72
29, 408,0
34, 408,0
39, 408,0
14, 459,0
19, 459,0
24, 459,0
29, 459,0
34, 459,0
39, 459,0
14, 510,120
19, 510,57
24, 510,0
29, 510,0
34, 510,0
39, 510,0
14, 561,0
19, 561,0
24, 561,0
29, 561,0
34, 561,0
39, 561,0
14, 612,0
19, 612,42
24, 612,0
29, 612,0
34, 612,0
39, 612,0
14, 663,0
19, 663,0
24, 663,156
29, 663,0
34, 663,0
39, 663,0
14, 714,0
19, 714,0
24, 714,78
29, 714,0
34, 714,0
39, 714,0
14, 765,0
19, 765,0
24, 765,0
29, 765,0
34, 765,0
39, 765,0
14, 816,0
19, 816,0
24, 816,0
29, 816,0
34, 816,0
39, 816,0
14, 867,0
19, 867,0
24, 867,0
29, 867,0
34, 867,0
39, 867,0
14, 918,0
19, 918,0
24, 918,0
29, 918,0
34, 918,0
39, 918,0
14, 969,0
19, 969,0
24, 969,0
29, 969,0
34, 969,0
39, 969,0
