226, 8, 14113,19186.6,14
328, 10, 17948.2,24237.5,34
226, 10, 14111.9,19176.9,14
226, 12, 14115.5,19161.4,14
328, 12, 17951,24234,34
436, 14, 20444.2,17738.8,39
226, 14, 14117.1,19140.3,14
328, 14, 17959.4,24223.5,34
436, 16, 20440.7,17734.7,39
226, 16, 14121.8,19120.5,14
328, 16, 17971.2,24208.8,34
532, 18, 13987.6,18956.4,14
226, 18, 14128.5,19086.2,14
328, 18, 17982.3,24194.9,34
568, 18, 13545,19218.4,14
436, 18, 20434,17726.1,39
436, 20, 20422.5,17715,39
532, 20, 13981.2,18966,14
226, 20, 14133.6,19067,14
568, 20, 13549.8,19215.7,14
328, 20, 17994.1,24180.3,34
328, 22, 18005.5,24166.1,34
532, 22, 13964.1,18976.9,14
226, 22, 14138.6,19048.4,14
652, 22, 18279.5,23576.1,34
568, 22, 13561.4,19209.1,14
436, 22, 20401,17710.7,39
532, 24, 13941.1,18988.5,14
226, 24, 14143.5,19030,14
568, 24, 13578.5,19199.4,14
436, 24, 20378.2,17710.8,39
328, 24, 18017,24151.7,34
724, 24, 17739.4,23915.5,34
652, 24, 18270.2,23581.2,34
436, 26, 20354.9,17711.2,39
328, 26, 18028.1,24137.9,34
532, 26, 13916.8,18999.7,14
724, 26, 17747.2,23918.7,34
226, 26, 14154.3,18996.8,14
652, 26, 18252.5,23588.6,34
568, 26, 13593.7,19190.8,14
328, 28, 18039.9,24123.3,34
724, 28, 17762.9,23924.5,34
652, 28, 18229.5,23598.2,34
532, 28, 13892.9,19016.3,14
226, 28, 14159.4,18978.7,14
568, 28, 13597.1,19188.9,14
436, 28, 20330.6,17711.6,39
532, 30, 13896.9,19024.3,14
226, 30, 14164.5,18960.2,14
568, 30, 13597.1,19188.9,14
898, 30, 20162.1,18129.9,39
436, 30, 20309.7,17701.9,39
328, 30, 18051.4,24108.9,34
724, 30, 17785,23932.6,34
652, 30, 18203.8,23609,34
532, 32, 13915.3,19021.2,14
226, 32, 14169.7,18941.8,14
568, 32, 13597.1,19188.9,14
820, 32, 14472.6,18538.5,14
328, 32, 18062,24093.8,34
724, 32, 17814.9,23940.7,34
652, 32, 18178.3,23619.7,34
988, 32, 18490.8,24348.5,34
898, 32, 20156,18132.4,39
436, 32, 20305.1,17679.2,39
898, 34, 20145.4,18136.7,39
436, 34, 20304.1,17656.5,39
532, 34, 13938.7,19010.4,14
226, 34, 14147.7,18915.3,14
568, 34, 13597.1,19188.9,14
820, 34, 14482.1,18542.3,14
328, 34, 18060.1,24077.2,34
724, 34, 17849.6,23948.2,34
652, 34, 18152.6,23631.1,34
988, 34, 18486.6,24345.2,34
328, 36, 18047.5,24064.2,34
724, 36, 17885.6,23953.3,34
652, 36, 18128,23643.3,34
988, 36, 18476.6,24336.3,34
898, 36, 20134.3,18141.3,39
436, 36, 20303.1,17633.7,39
532, 36, 13962.9,18999.2,14
226, 36, 14131.7,18915.7,14
568, 36, 13605.8,19183.9,14
532, 38, 13988,18991.1,14
226, 38, 14108.7,18915.3,14
568, 38, 13612.6,19180,14
328, 38, 18034.8,24052.2,34
724, 38, 17921.3,23957.8,34
820, 38, 14483.3,18567.2,14
652, 38, 18103.3,23655.5,34
988, 38, 18459.9,24321.5,34
898, 38, 20122.5,18146.1,39
436, 38, 20302,17610.3,39
898, 40, 20105.9,18153.6,39
436, 40, 20301,17586.7,39
532, 40, 14014.9,18996,14
226, 40, 14084.4,18915,14
1174, 40, 14189.3,19012.5,14
568, 40, 13625.2,19172.8,14
820, 40, 14482.1,18577.5,14
328, 40, 18021.9,24040.1,34
724, 40, 17956.9,23964.4,34
652, 40, 18077.8,23668.2,34
988, 40, 18437.6,24301.6,34
532, 42, 14043.7,18996.2,14
226, 42, 14060.4,18915.1,14
1174, 42, 14200.9,19013.5,14
568, 42, 13642.3,19162.9,14
820, 42, 14471.2,18587.5,14
898, 42, 20089,18162.8,39
436, 42, 20283.6,17568.8,39
724, 42, 17990.9,23974.1,34
328, 42, 18008.3,24027.2,34
652, 42, 18053,23680.4,34
988, 42, 18411.6,24278.5,34
328, 44, 17994.1,24013.7,34
724, 44, 18023.4,23986.2,34
652, 44, 18028.2,23692.5,34
532, 44, 14067.2,18998.3,14
226, 44, 14037.8,18904.7,14
988, 44, 18386.1,24256.2,34
1174, 44, 14220.1,19015.3,14
568, 44, 13666.5,19149.2,14
820, 44, 14461.5,18591.2,14
898, 44, 20066.9,18174.6,39
436, 44, 20261,17573.6,39
328, 46, 17981.1,24001.5,34
724, 46, 18055,24001.9,34
898, 46, 20045.9,18185.9,39
652, 46, 18002.5,23704.9,34
988, 46, 18360.2,24233.7,34
436, 46, 20237.7,17577.9,39
532, 46, 14090,19000.4,14
226, 46, 14033.7,18887.6,14
1174, 46, 14245.5,19017.6,14
568, 46, 13685.6,19139,14
820, 46, 14456.3,18603.3,14
1384, 48, 13908.9,19027.8,14
532, 48, 14112.8,19002.4,14
226, 48, 14035.7,18866.2,14
1174, 48, 14270.8,19019.9,14
328, 48, 17968.3,23989.4,34
568, 48, 13705.1,19128.8,14
724, 48, 18085.8,24022.1,34
652, 48, 17978.9,23717.3,34
820, 48, 14459.5,18612.4,14
988, 48, 18333.8,24210.7,34
898, 48, 20024.2,18197.6,39
898, 50, 20003.2,18209,39
436, 50, 20191.3,17583,39
328, 50, 17950.5,23984.1,34
724, 50, 18113.6,24043.8,34
652, 50, 17954.2,23730.3,34
988, 50, 18307.8,24188.1,34
1384, 50, 13915.9,19024.5,14
532, 50, 14127.4,19003.7,14
226, 50, 14037.9,18843.3,14
1174, 50, 14296.4,19022.3,14
568, 50, 13723.8,19119.2,14
820, 50, 14458.3,18627.3,14
328, 52, 17932.6,23981.3,34
724, 52, 18141.1,24066.8,34
652, 52, 17930.1,23743.4,34
988, 52, 18282.1,24165.7,34
1384, 52, 13927.7,19019.1,14
898, 52, 19981.9,18220.4,39
436, 52, 20168.2,17587.2,39
550, 52, 15813.3,13707.1,24
898, 54, 19960.9,18231.7,39
328, 54, 17914.7,23978.4,34
436, 54, 20145.7,17591.5,39
724, 54, 18168.5,24089.7,34
652, 54, 17906.3,23756.9,34
988, 54, 18255.9,24142.9,34
1384, 54, 13946.2,19010.5,14
532, 54, 14128.2,19037.4,14
226, 54, 14054.8,18809.6,14
568, 54, 13754.9,19118.9,14
1174, 54, 14346.6,19026.9,14
820, 54, 14426,18653.6,14
328, 56, 17897.2,23975.6,34
724, 56, 18195.6,24112.9,34
652, 56, 17882.6,23770.3,34
988, 56, 18229.7,24120,34
1642, 56, 18490.8,24348.5,34
1384, 56, 13970.1,18999.6,14
532, 56, 14121.5,19064.5,14
226, 56, 14068.5,18807.1,14
568, 56, 13761,19129.3,14
1174, 56, 14372.2,19029.3,14
898, 56, 19939.2,18243.4,39
820, 56, 14408.4,18667.8,14
436, 56, 20122.5,17596.2,39
550, 56, 15839.9,13711.1,24
328, 58, 17878.7,23972.7,34
988, 58, 18203.2,24097.8,34
